3|85|18-03-2013|10:39
2|34|17-03-2013|16:36
2|39|18-03-2013|22:02
1|12|16-03-2013|19:52
1|20|17-03-2013|16:19
1|22|17-03-2013|16:14
1|22|18-03-2013|23:13
1|38|18-03-2013|10:49
1|50|20-03-2013|21:33
1|60|18-03-2013|22:40
