4|11|19-07-2013|18:39
4|11|19-07-2013|19:10
4|17|19-07-2013|23:13
4|46|16-07-2013|21:21
4|47|19-07-2013|19:58
4|57|19-07-2013|18:48
4|59|19-07-2013|23:11
4|83|19-07-2013|19:00
4|91|19-07-2013|20:26
4|95|03-07-2013|23:00
