4|95|03-07-2013|23:00
4|122|03-07-2013|20:40
4|185|03-07-2013|22:56
1|13|03-07-2013|17:27
1|28|02-07-2013|14:20
1|28|02-07-2013|22:38
1|31|02-07-2013|22:24
1|64|02-07-2013|14:17
